GSS_CODE,price
E09000001,233.8693181818182
E09000002,72.87531172069825
E09000003,130.2085187539733
E09000004,66.35689045936395
E09000005,125.80285152409046
E09000006,78.94774774774774
E09000007,148.002035002035
E09000008,66.70566037735848
E09000009,91.44465058750772
E09000010,69.18739352640546
E09000011,135.38057218895543
E09000012,100.35356200527704
E09000013,138.55107187894072
E09000014,97.87794871794871
E09000015,74.63364055299539
E09000016,84.84555984555985
E09000017,104.58582677165354
E09000018,112.32381889763779
E09000019,139.9494298463064
E09000020,205.25410972469797
E09000021,114.2944550669216
E09000022,99.99922540666151
E09000023,88.17358299595142
E09000024,119.67853962600178
E09000025,89.90799031476998
E09000026,75.12746585735964
E09000027,137.41910331384017
E09000028,173.1698804002929
E09000029,75.98299319727892
E09000030,103.37464881837712
E09000031,75.05745341614907
E09000032,131.28630820399113
E09000033,241.69876703439326
